,corp_name,se,thstrm,frmtrm,lwfr
0,LX하우시스,주당액면가액(원),"5,000","5,000","5,000"
1,LX하우시스,(연결)당기순이익(백만원),"-117,721","12,664","-79,466"
2,LX하우시스,(별도)당기순이익(백만원),"-103,065","-23,435","-105,643"
3,LX하우시스,(연결)주당순이익(원),"-11,738","1,306","-7,733"
4,LX하우시스,현금배당금총액(백만원),"2,047","3,045","3,045"
5,LX하우시스,주식배당금총액(백만원),-,-,-
6,LX하우시스,(연결)현금배당성향(%),-,23.30,-
7,LX하우시스,현금배당수익률(%),0.60,0.40,0.30
8,LX하우시스,현금배당수익률(%),1.40,1.20,1.10
9,LX하우시스,주식배당수익률(%),-,-,-
10,LX하우시스,주식배당수익률(%),-,-,-
11,LX하우시스,주당 현금배당금(원),200,300,300
12,LX하우시스,주당 현금배당금(원),250,350,350
13,LX하우시스,주당 주식배당(주),-,-,-
14,LX하우시스,주당 주식배당(주),-,-,-
