,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,인터지스,주당액면가액(원),500,500,500,
1,인터지스,(연결)당기순이익(백만원),"30,813","14,653","5,079",
2,인터지스,(별도)당기순이익(백만원),"25,353","11,948","1,194",
3,인터지스,(연결)주당순이익(원),"1,092",519,180,
4,인터지스,현금배당금총액(백만원),"3,386","2,821",-,
5,인터지스,주식배당금총액(백만원),-,-,-,
6,인터지스,(연결)현금배당성향(%),11.00,19.30,-,
7,인터지스,현금배당수익률(%),4.00,2.90,-,보통주
8,인터지스,현금배당수익률(%),-,-,-,우선주
9,인터지스,주식배당수익률(%),-,-,-,보통주
10,인터지스,주식배당수익률(%),-,-,-,우선주
11,인터지스,주당 현금배당금(원),120,100,-,보통주
12,인터지스,주당 현금배당금(원),-,-,-,우선주
13,인터지스,주당 주식배당(주),-,-,-,보통주
14,인터지스,주당 주식배당(주),-,-,-,우선주
