,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,테스,주당액면가액(원),500,500,500,
1,테스,(연결)당기순이익(백만원),"46,767","73,988","30,019",
2,테스,(별도)당기순이익(백만원),"46,624","73,796","29,426",
3,테스,(연결)주당순이익(원),"2,580","3,936","1,580",
4,테스,현금배당금총액(백만원),"8,771","10,384","8,500",
5,테스,주식배당금총액(백만원),-,-,-,
6,테스,(연결)현금배당성향(%),18.80,14.00,28.30,
7,테스,현금배당수익률(%),2.90,1.90,1.60,보통주
8,테스,현금배당수익률(%),-,-,-,우선주
9,테스,주식배당수익률(%),-,-,-,보통주
10,테스,주식배당수익률(%),-,-,-,우선주
11,테스,주당 현금배당금(원),500,560,450,보통주
12,테스,주당 현금배당금(원),-,-,-,우선주
13,테스,주당 주식배당(주),-,-,-,보통주
14,테스,주당 주식배당(주),-,-,-,우선주
