,corp_name,se,thstrm,frmtrm,lwfr
0,현대리바트,주당액면가액(원),"1,000","1,000","1,000"
1,현대리바트,(연결)당기순이익(백만원),"-50,771","13,495","26,593"
2,현대리바트,(별도)당기순이익(백만원),"-49,536","12,414","24,903"
3,현대리바트,(연결)주당순이익(원),"-2,524",671,"1,322"
4,현대리바트,현금배당금총액(백만원),-,"2,011","4,023"
5,현대리바트,주식배당금총액(백만원),-,-,-
6,현대리바트,(연결)현금배당성향(%),-,14.90,15.13
7,현대리바트,현금배당수익률(%),-,0.70,1.30
8,현대리바트,현금배당수익률(%),-,-,-
9,현대리바트,주식배당수익률(%),-,-,-
10,현대리바트,주식배당수익률(%),-,-,-
11,현대리바트,주당 현금배당금(원),-,100,150
12,현대리바트,주당 현금배당금(원),-,-,-
13,현대리바트,주당 주식배당(주),-,-,-
14,현대리바트,주당 주식배당(주),-,-,-
