,corp_name,se,thstrm,frmtrm,lwfr
0,이오테크닉스,주당액면가액(원),500,500,500
1,이오테크닉스,(연결)당기순이익(백만원),"76,523","71,879","21,349"
2,이오테크닉스,(별도)당기순이익(백만원),"76,277","65,725","30,884"
3,이오테크닉스,(연결)주당순이익(원),"6,293","5,882","1,744"
4,이오테크닉스,현금배당금총액(백만원),"12,102","10,999","3,666"
5,이오테크닉스,주식배당금총액(백만원),-,-,-
6,이오테크닉스,(연결)현금배당성향(%),15.80,15.30,17.20
7,이오테크닉스,현금배당수익률(%),1.44,0.77,0.27
8,이오테크닉스,현금배당수익률(%),-,-,-
9,이오테크닉스,주식배당수익률(%),-,-,-
10,이오테크닉스,주식배당수익률(%),-,-,-
11,이오테크닉스,주당 현금배당금(원),"1,000",900,300
12,이오테크닉스,주당 현금배당금(원),-,-,-
13,이오테크닉스,주당 주식배당(주),-,-,-
14,이오테크닉스,주당 주식배당(주),-,-,-
