,corp_name,se,thstrm,frmtrm,lwfr
0,진도,주당액면가액(원),500,500,500
1,진도,(연결)당기순이익(백만원),"6,094","3,568","-1,810"
2,진도,(별도)당기순이익(백만원),"6,303","3,648","-1,752"
3,진도,(연결)주당순이익(원),367,287,-146
4,진도,현금배당금총액(백만원),873,498,-
5,진도,주식배당금총액(백만원),-,-,-
6,진도,(연결)현금배당성향(%),13.85,13.96,-
7,진도,현금배당수익률(%),2.56,1.45,-
8,진도,주당 주식배당(주),-,-,-
9,진도,현금배당수익률(%),-,-,-
10,진도,주식배당수익률(%),-,-,-
11,진도,주식배당수익률(%),-,-,-
12,진도,주당 현금배당금(원),70,40,-
13,진도,주당 현금배당금(원),80,44,-
14,진도,주당 주식배당(주),-,-,-
15,진도,주당 주식배당(주),-,-,-
16,진도,주당 주식배당(주),-,-,-
