,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,신일전자,주당액면가액(원),500,500,500,
1,신일전자,(연결)당기순이익(백만원),-,-,-,
2,신일전자,(별도)당기순이익(백만원),"1,042","7,978","8,015",
3,신일전자,(연결)주당순이익(원),15,114,115,
4,신일전자,현금배당금총액(백만원),703,"1,757","1,398",
5,신일전자,주식배당금총액(백만원),-,-,-,
6,신일전자,(연결)현금배당성향(%),67.50,22.00,17.40,
7,신일전자,현금배당수익률(%),0.50,1.20,1.10,보통주식
8,신일전자,현금배당수익률(%),-,-,-,
9,신일전자,주식배당수익률(%),-,-,-,
10,신일전자,주식배당수익률(%),-,-,-,
11,신일전자,주당 현금배당금(원),10,25,20,보통주식
12,신일전자,주당 현금배당금(원),-,-,-,
13,신일전자,주당 주식배당(주),-,-,-,
14,신일전자,주당 주식배당(주),-,-,-,
15,신일전자,주당 주식배당(주),-,-,-,
