,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,무학,주당액면가액(원),200,200,200,
1,무학,(연결)당기순이익(백만원),"-13,202","-16,036","13,250",
2,무학,(별도)당기순이익(백만원),"-12,151","-16,443","7,918",
3,무학,(연결)주당순이익(원),-498,-591,485,
4,무학,현금배당금총액(백만원),"6,092","6,092","4,078",
5,무학,주식배당금총액(백만원),-,-,-,
6,무학,(연결)현금배당성향(%),-46.14,-37.99,30.78,
7,무학,현금배당수익률(%),4.53,2.72,2.09,보통주
8,무학,현금배당수익률(%),-,-,-,
9,무학,주식배당수익률(%),-,-,-,보통주
10,무학,주식배당수익률(%),-,-,-,
11,무학,주당 현금배당금(원),230,230,150,보통주
12,무학,주당 현금배당금(원),-,-,-,
13,무학,주당 주식배당(주),-,-,-,보통주
14,무학,주당 주식배당(주),-,-,-,
