,corp_name,se,thstrm,frmtrm,lwfr
0,KH 필룩스,주당액면가액(원),500,500,500
1,KH 필룩스,(연결)당기순이익(백만원),"-90,384","-1,716","-47,132"
2,KH 필룩스,(별도)당기순이익(백만원),"-61,697","-9,461","-52,708"
3,KH 필룩스,(연결)주당순이익(원),-636,-7,-535
4,KH 필룩스,현금배당금총액(백만원),-,-,-
5,KH 필룩스,주식배당금총액(백만원),-,-,-
6,KH 필룩스,(연결)현금배당성향(%),-,-,-
7,KH 필룩스,현금배당수익률(%),-,-,-
8,KH 필룩스,현금배당수익률(%),-,-,-
9,KH 필룩스,주식배당수익률(%),-,-,-
10,KH 필룩스,주식배당수익률(%),-,-,-
11,KH 필룩스,주당 현금배당금(원),-,-,-
12,KH 필룩스,주당 현금배당금(원),-,-,-
13,KH 필룩스,주당 주식배당(주),-,-,-
14,KH 필룩스,주당 주식배당(주),-,-,-
