,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,잇츠한불,주당액면가액(원),500,500,500,
1,잇츠한불,(연결)당기순이익(백만원),"-6,825","-17,436","-14,215",
2,잇츠한불,(별도)당기순이익(백만원),"-8,566","-17,397","-14,958",
3,잇츠한불,(연결)주당순이익(원),-486,-990,-807,
4,잇츠한불,현금배당금총액(백만원),"2,643","3,522","1,762",
5,잇츠한불,주식배당금총액(백만원),-,-,-,
6,잇츠한불,(연결)현금배당성향(%),-,-,-,
7,잇츠한불,현금배당수익률(%),0.86,1.20,0.40,보통주
8,잇츠한불,현금배당수익률(%),-,-,-,우선주
9,잇츠한불,주식배당수익률(%),-,-,-,보통주
10,잇츠한불,주식배당수익률(%),-,-,-,우선주
11,잇츠한불,주당 현금배당금(원),150,200,100,보통주
12,잇츠한불,주당 현금배당금(원),-,-,-,우선주
13,잇츠한불,주당 주식배당(주),-,-,-,보통주
14,잇츠한불,주당 주식배당(주),-,-,-,우선주
