,corp_name,se,thstrm,frmtrm,lwfr
0,광주신세계,주당액면가액(원),"1,000","5,000","5,000"
1,광주신세계,(연결)당기순이익(백만원),"56,947","52,393","43,159"
2,광주신세계,(별도)당기순이익(백만원),-,-,-
3,광주신세계,(연결)주당순이익(원),"7,157","32,922","27,120"
4,광주신세계,현금배당금총액(백만원),"17,506","13,527","5,570"
5,광주신세계,주식배당금총액(백만원),-,-,-
6,광주신세계,(연결)현금배당성향(%),30.74,25.82,12.91
7,광주신세계,현금배당수익률(%),6.60,4.76,2.28
8,광주신세계,현금배당수익률(%),-,-,-
9,광주신세계,주식배당수익률(%),-,-,-
10,광주신세계,주식배당수익률(%),-,-,-
11,광주신세계,주당 현금배당금(원),"2,200","8,500","3,500"
12,광주신세계,주당 현금배당금(원),-,-,-
13,광주신세계,주당 주식배당(주),-,-,-
14,광주신세계,주당 주식배당(주),-,-,-
