,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,현대해상,주당액면가액(원),500,500,500,
1,현대해상,(연결)당기순이익(백만원),"574,557","432,572","331,854",
2,현대해상,(별도)당기순이익(백만원),"560,902","438,357","306,144",
3,현대해상,(연결)주당순이익(원),"7,099","5,286","3,955",
4,현대해상,현금배당금총액(백만원),"154,084","116,053","79,415",
5,현대해상,주식배당금총액(백만원),-,-,-,
6,현대해상,(연결)현금배당성향(%),26.80,26.80,23.90,
7,현대해상,현금배당수익률(%),-,6.00,4.30,보통주
8,현대해상,현금배당수익률(%),-,-,-,우선주
9,현대해상,주식배당수익률(%),-,-,-,보통주
10,현대해상,주식배당수익률(%),-,-,-,우선주
11,현대해상,주당 현금배당금(원),"1,965","1,480","1,000",보통주
12,현대해상,주당 현금배당금(원),-,-,-,우선주
13,현대해상,주당 주식배당(주),-,-,-,보통주
14,현대해상,주당 주식배당(주),-,-,-,우선주
