,corp_name,se,thstrm,frmtrm,lwfr
0,한솔로지스틱스,주당액면가액(원),500,500,500
1,한솔로지스틱스,(연결)당기순이익(백만원),"24,241","23,492","8,689"
2,한솔로지스틱스,(별도)당기순이익(백만원),"6,849","13,610","5,648"
3,한솔로지스틱스,(연결)주당순이익(원),882,855,316
4,한솔로지스틱스,현금배당금총액(백만원),"1,923","1,648","1,374"
5,한솔로지스틱스,주식배당금총액(백만원),-,-,-
6,한솔로지스틱스,(연결)현금배당성향(%),7.93,7.02,15.81
7,한솔로지스틱스,현금배당수익률(%),2.49,1.50,2.23
8,한솔로지스틱스,현금배당수익률(%),-,-,-
9,한솔로지스틱스,주식배당수익률(%),-,-,-
10,한솔로지스틱스,주식배당수익률(%),-,-,-
11,한솔로지스틱스,주당 현금배당금(원),70,60,50
12,한솔로지스틱스,주당 현금배당금(원),-,-,-
13,한솔로지스틱스,주당 주식배당(주),-,-,-
14,한솔로지스틱스,주당 주식배당(주),-,-,-
