,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,팬오션,주당액면가액(원),"1,000","1,000","1,000",
1,팬오션,(연결)당기순이익(백만원),"677,081","549,305","92,529",
2,팬오션,(별도)당기순이익(백만원),"676,532","526,659","90,928",
3,팬오션,(연결)주당순이익(원),"1,267","1,028",173,
4,팬오션,현금배당금총액(백만원),"80,185","53,457","26,728",
5,팬오션,주식배당금총액(백만원),-,-,-,
6,팬오션,(연결)현금배당성향(%),11.80,9.70,28.90,
7,팬오션,현금배당수익률(%),2.50,1.80,1.10,보통주
8,팬오션,현금배당수익률(%),-,-,-,
9,팬오션,주식배당수익률(%),-,-,-,
10,팬오션,주식배당수익률(%),-,-,-,
11,팬오션,주당 현금배당금(원),150,100,50,보통주
12,팬오션,주당 현금배당금(원),-,-,-,
13,팬오션,주당 주식배당(주),-,-,-,
14,팬오션,주당 주식배당(주),-,-,-,
