,corp_name,se,thstrm,frmtrm,lwfr
0,엘에스일렉트릭,주당액면가액(원),"5,000","5,000","5,000"
1,엘에스일렉트릭,(연결)당기순이익(백만원),"90,303","84,736","85,177"
2,엘에스일렉트릭,(별도)당기순이익(백만원),"67,417","71,012","106,203"
3,엘에스일렉트릭,(연결)주당순이익(원),"3,077","2,890","2,905"
4,엘에스일렉트릭,현금배당금총액(백만원),"32,292","29,325","32,258"
5,엘에스일렉트릭,주식배당금총액(백만원),-,-,-
6,엘에스일렉트릭,(연결)현금배당성향(%),35.76,34.61,37.87
7,엘에스일렉트릭,현금배당수익률(%),1.90,1.80,1.80
8,엘에스일렉트릭,현금배당수익률(%),-,-,-
9,엘에스일렉트릭,주식배당수익률(%),-,-,-
10,엘에스일렉트릭,주식배당수익률(%),-,-,-
11,엘에스일렉트릭,주당 현금배당금(원),"1,100","1,000","1,100"
12,엘에스일렉트릭,주당 현금배당금(원),-,-,-
13,엘에스일렉트릭,주당 주식배당(주),-,-,-
14,엘에스일렉트릭,주당 주식배당(주),-,-,-
