,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,세방전지,주당액면가액(원),500,500,500,
1,세방전지,(연결)당기순이익(백만원),"42,830","84,313","66,261",
2,세방전지,(별도)당기순이익(백만원),"48,458","85,495","60,798",
3,세방전지,(연결)주당순이익(원),"3,222","6,291","4,916",
4,세방전지,현금배당금총액(백만원),"7,967","8,044","6,701",
5,세방전지,주식배당금총액(백만원),-,-,-,
6,세방전지,(연결)현금배당성향(%),18.60,9.54,10.11,
7,세방전지,현금배당수익률(%),1.35,0.80,0.87,보통주
8,세방전지,현금배당수익률(%),-,-,-,우선주
9,세방전지,주식배당수익률(%),-,-,-,보통주
10,세방전지,주식배당수익률(%),-,-,-,우선주
11,세방전지,주당 현금배당금(원),600,600,500,보통주
12,세방전지,주당 현금배당금(원),-,-,-,우선주
13,세방전지,주당 주식배당(주),-,-,-,보통주
14,세방전지,주당 주식배당(주),-,-,-,우선주
