,corp_name,se,thstrm,frmtrm,lwfr
0,현대에버다임,주당액면가액(원),500,500,500
1,현대에버다임,(연결)당기순이익(백만원),"10,713","-18,354","-7,110"
2,현대에버다임,(별도)당기순이익(백만원),"13,397","-20,665","-15,434"
3,현대에버다임,(연결)주당순이익(원),600,"-1,029",-398
4,현대에버다임,현금배당금총액(백만원),"1,249",-,357
5,현대에버다임,주식배당금총액(백만원),-,-,-
6,현대에버다임,(연결)현금배당성향(%),-,-,-
7,현대에버다임,현금배당수익률(%),0.85,-,0.50
8,현대에버다임,현금배당수익률(%),-,-,-
9,현대에버다임,주식배당수익률(%),-,-,-
10,현대에버다임,주식배당수익률(%),-,-,-
11,현대에버다임,주당 현금배당금(원),70,-,20
12,현대에버다임,주당 현금배당금(원),-,-,-
13,현대에버다임,주당 주식배당(주),-,-,-
14,현대에버다임,주당 주식배당(주),-,-,-
