,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,삼성전기,주당액면가액(원),"5,000","5,000","5,000",
1,삼성전기,(연결)당기순이익(백만원),"980,552","892,445","603,962",
2,삼성전기,(별도)당기순이익(백만원),"701,358","809,918","357,386",
3,삼성전기,(연결)주당순이익(원),"12,977","11,811","7,993",
4,삼성전기,현금배당금총액(백만원),"158,792","158,792","105,909",
5,삼성전기,주식배당금총액(백만원),-,-,-,
6,삼성전기,(연결)현금배당성향(%),16.20,17.80,17.50,
7,삼성전기,현금배당수익률(%),1.60,1.10,0.80,보통주
8,삼성전기,현금배당수익률(%),3.30,2.10,1.60,우선주
9,삼성전기,주식배당수익률(%),-,-,-,보통주
10,삼성전기,주식배당수익률(%),-,-,-,우선주
11,삼성전기,주당 현금배당금(원),"2,100","2,100","1,400",보통주
12,삼성전기,주당 현금배당금(원),"2,150","2,150","1,450",우선주
13,삼성전기,주당 주식배당(주),-,-,-,보통주
14,삼성전기,주당 주식배당(주),-,-,-,우선주
