,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한솔제지,주당액면가액(원),"5,000","5,000","5,000",
1,한솔제지,(연결)당기순이익(백만원),"73,820","13,675","59,269",
2,한솔제지,(별도)당기순이익(백만원),"90,845","26,318","64,568",
3,한솔제지,(연결)주당순이익(원),"3,104",575,"2,493",
4,한솔제지,현금배당금총액(백만원),"16,645","14,267","16,645",
5,한솔제지,주식배당금총액(백만원),-,-,-,
6,한솔제지,(연결)현금배당성향(%),22.50,104.30,28.10,
7,한솔제지,현금배당수익률(%),5.10,4.40,5.00,
8,한솔제지,현금배당수익률(%),-,-,-,
9,한솔제지,주식배당수익률(%),-,-,-,
10,한솔제지,주식배당수익률(%),-,-,-,
11,한솔제지,주당 현금배당금(원),700,600,700,보통주
12,한솔제지,주당 현금배당금(원),750,650,750,우선주
13,한솔제지,주당 주식배당(주),-,-,-,
14,한솔제지,주당 주식배당(주),-,-,-,
