,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,코리안리,주당액면가액(원),500,500,500,
1,코리안리,(연결)당기순이익(백만원),"157,857","153,347","142,052",
2,코리안리,(별도)당기순이익(백만원),"175,249","177,976","150,370",
3,코리안리,(연결)주당순이익(원),"1,132","1,186","1,050",
4,코리안리,현금배당금총액(백만원),"52,771","53,691","46,021",
5,코리안리,주식배당금총액(백만원),-,-,-,
6,코리안리,(연결)현금배당성향(%),33.43,35.00,32.40,
7,코리안리,현금배당수익률(%),5.90,5.50,5.20,보통주
8,코리안리,현금배당수익률(%),-,-,-,우선주
9,코리안리,주식배당수익률(%),-,-,-,보통주
10,코리안리,주식배당수익률(%),-,-,-,우선주
11,코리안리,주당 현금배당금(원),430,525,450,보통주
12,코리안리,주당 현금배당금(원),-,-,-,우선주
13,코리안리,주당 주식배당(주),-,-,-,보통주
14,코리안리,주당 주식배당(주),-,-,-,우선주
