,corp_name,se,thstrm,frmtrm,lwfr
0,신세계푸드,주당액면가액(원),"5,000","5,000","5,000"
1,신세계푸드,(연결)당기순이익(백만원),"-5,384","2,417","-21,984"
2,신세계푸드,(별도)당기순이익(백만원),"-5,946","2,503","-22,415"
3,신세계푸드,(연결)주당순이익(원),"-1,390",624,"-5,677"
4,신세계푸드,현금배당금총액(백만원),"2,904","2,904","2,904"
5,신세계푸드,주식배당금총액(백만원),-,-,-
6,신세계푸드,(연결)현금배당성향(%),-53.90,120.20,-13.20
7,신세계푸드,현금배당수익률(%),1.50,0.89,1.10
8,신세계푸드,현금배당수익률(%),-,-,-
9,신세계푸드,주식배당수익률(%),-,-,-
10,신세계푸드,주식배당수익률(%),-,-,-
11,신세계푸드,주당 현금배당금(원),750,750,750
12,신세계푸드,주당 현금배당금(원),-,-,-
13,신세계푸드,주당 주식배당(주),-,-,-
14,신세계푸드,주당 주식배당(주),-,-,-
