,corp_name,se,thstrm,frmtrm,lwfr
0,현대코퍼레이션홀딩스,주당액면가액(원),"5,000","5,000","5,000"
1,현대코퍼레이션홀딩스,(연결)당기순이익(백만원),"33,344","11,955","17,634"
2,현대코퍼레이션홀딩스,(별도)당기순이익(백만원),"31,678","12,082","17,723"
3,현대코퍼레이션홀딩스,(연결)주당순이익(원),"3,810","1,434","2,063"
4,현대코퍼레이션홀딩스,현금배당금총액(백만원),"4,411","4,411","4,198"
5,현대코퍼레이션홀딩스,주식배당금총액(백만원),-,-,-
6,현대코퍼레이션홀딩스,(연결)현금배당성향(%),13.23,36.90,23.80
7,현대코퍼레이션홀딩스,현금배당수익률(%),3.40,4.10,4.40
8,현대코퍼레이션홀딩스,현금배당수익률(%),-,-,-
9,현대코퍼레이션홀딩스,주식배당수익률(%),-,-,-
10,현대코퍼레이션홀딩스,주식배당수익률(%),-,-,-
11,현대코퍼레이션홀딩스,주당 현금배당금(원),500,500,500
12,현대코퍼레이션홀딩스,주당 현금배당금(원),-,-,-
13,현대코퍼레이션홀딩스,주당 주식배당(주),-,-,-
14,현대코퍼레이션홀딩스,주당 주식배당(주),-,-,-
