,corp_name,se,thstrm,frmtrm,lwfr
0,일진홀딩스,주당액면가액(원),"1,000","1,000","1,000"
1,일진홀딩스,(연결)당기순이익(백만원),"28,692","33,291","16,834"
2,일진홀딩스,(별도)당기순이익(백만원),"7,811","4,636","5,674"
3,일진홀딩스,(연결)주당순이익(원),401,437,220
4,일진홀딩스,현금배당금총액(백만원),"6,898","6,898","4,599"
5,일진홀딩스,주식배당금총액(백만원),-,-,-
6,일진홀딩스,(연결)현금배당성향(%),24.00,20.70,27.30
7,일진홀딩스,현금배당수익률(%),3.70,2.80,1.80
8,일진홀딩스,현금배당수익률(%),-,-,-
9,일진홀딩스,주식배당수익률(%),-,-,-
10,일진홀딩스,주식배당수익률(%),-,-,-
11,일진홀딩스,주당 현금배당금(원),150,150,100
12,일진홀딩스,주당 현금배당금(원),-,-,-
13,일진홀딩스,주당 주식배당(주),-,-,-
14,일진홀딩스,주당 주식배당(주),-,-,-
