,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,태영건설,주당액면가액(원),500,500,500,
1,태영건설,(연결)당기순이익(백만원),"49,071","65,427","532,516",
2,태영건설,(별도)당기순이익(백만원),"79,048","123,163","784,633",
3,태영건설,(연결)주당순이익(원),"1,607","1,920","9,514",
4,태영건설,현금배당금총액(백만원),"9,050","14,073","13,069",
5,태영건설,주식배당금총액(백만원),-,-,-,
6,태영건설,(연결)현금배당성향(%),18.44,21.51,2.45,
7,태영건설,현금배당수익률(%),5.28,3.30,2.87,보통주
8,태영건설,현금배당수익률(%),3.23,2.87,2.56,우선주
9,태영건설,주식배당수익률(%),-,-,-,보통주
10,태영건설,주식배당수익률(%),-,-,-,우선주
11,태영건설,주당 현금배당금(원),225,350,325,보통주
12,태영건설,주당 현금배당금(원),230,355,330,우선주
13,태영건설,주당 주식배당(주),-,-,-,보통주
14,태영건설,주당 주식배당(주),-,-,-,우선주
