,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DSR,주당액면가액(원),500,500,500,
1,DSR,(연결)당기순이익(백만원),"24,026","12,290","8,929",
2,DSR,(별도)당기순이익(백만원),"19,234","8,958","6,519",
3,DSR,(연결)주당순이익(원),"1,502",768,558,
4,DSR,현금배당금총액(백만원),960,800,800,
5,DSR,주식배당금총액(백만원),-,-,-,
6,DSR,(연결)현금배당성향(%),4.00,6.50,9.00,
7,DSR,현금배당수익률(%),1.00,0.90,0.80,보통주
8,DSR,현금배당수익률(%),-,-,-,우선주
9,DSR,주식배당수익률(%),-,-,-,보통주
10,DSR,주식배당수익률(%),-,-,-,우선주
11,DSR,주당 현금배당금(원),60,50,50,보통주
12,DSR,주당 현금배당금(원),-,-,-,우선주
13,DSR,주당 주식배당(주),-,-,-,보통주
14,DSR,주당 주식배당(주),-,-,-,우선주
