,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,지누스,주당액면가액(원),500,500,500,
1,지누스,(연결)당기순이익(백만원),"29,372","51,657","45,790",
2,지누스,(별도)당기순이익(백만원),"2,417","22,503","83,802",
3,지누스,(연결)주당순이익(원),"1,658","3,372","3,040",
4,지누스,현금배당금총액(백만원),"9,723","8,202","7,092",
5,지누스,주식배당금총액(백만원),-,-,-,
6,지누스,(연결)현금배당성향(%),33.10,15.90,15.50,
7,지누스,현금배당수익률(%),1.40,1.10,0.80,보통주
8,지누스,현금배당수익률(%),-,-,-,우량주
9,지누스,주식배당수익률(%),-,-,-,보통주
10,지누스,주식배당수익률(%),-,-,-,우량주
11,지누스,주당 현금배당금(원),530,850,800,보통주
12,지누스,주당 현금배당금(원),-,-,-,우량주
13,지누스,주당 주식배당(주),-,-,-,보통주
14,지누스,주당 주식배당(주),-,-,-,우량주
