,corp_name,se,thstrm,frmtrm,lwfr
0,제주항공,주당액면가액(원),"1,000","1,000","5,000"
1,제주항공,(연결)당기순이익(백만원),"-173,864","-272,278","-306,476"
2,제주항공,(별도)당기순이익(백만원),"-166,473","-275,213","-302,250"
3,제주항공,(연결)주당순이익(원),"-3,264","-6,754","-10,125"
4,제주항공,현금배당금총액(백만원),-,-,-
5,제주항공,주식배당금총액(백만원),-,-,-
6,제주항공,(연결)현금배당성향(%),-,-,-
7,제주항공,현금배당수익률(%),-,-,-
8,제주항공,현금배당수익률(%),-,-,-
9,제주항공,주식배당수익률(%),-,-,-
10,제주항공,주식배당수익률(%),-,-,-
11,제주항공,주당 현금배당금(원),-,-,-
12,제주항공,주당 현금배당금(원),-,-,-
13,제주항공,주당 주식배당(주),-,-,-
14,제주항공,주당 주식배당(주),-,-,-
