,corp_name,se,thstrm,frmtrm,lwfr
0,유성기업,주당액면가액(원),500,500,500
1,유성기업,(연결)당기순이익(백만원),"19,013","7,986","-4,724"
2,유성기업,(별도)당기순이익(백만원),"-1,682","4,330","-6,393"
3,유성기업,(연결)주당순이익(원),741,311,-184
4,유성기업,현금배당금총액(백만원),"3,078","3,078","3,078"
5,유성기업,주식배당금총액(백만원),-,-,-
6,유성기업,(연결)현금배당성향(%),16.19,38.54,-
7,유성기업,현금배당수익률(%),4.26,3.71,4.30
8,유성기업,현금배당수익률(%),-,-,-
9,유성기업,주식배당수익률(%),-,-,-
10,유성기업,주식배당수익률(%),-,-,-
11,유성기업,주당 현금배당금(원),120,120,120
12,유성기업,주당 현금배당금(원),-,-,-
13,유성기업,주당 주식배당(주),-,-,-
14,유성기업,주당 주식배당(주),-,-,-
