,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,태평양물산,주당액면가액(원),500,500,500,
1,태평양물산,(연결)당기순이익(백만원),"24,808","-14,021","-12,149",
2,태평양물산,(별도)당기순이익(백만원),"20,153","4,616","3,943",
3,태평양물산,(연결)주당순이익(원),548,-302,-264,
4,태평양물산,현금배당금총액(백만원),"1,379",-,-,
5,태평양물산,주식배당금총액(백만원),-,-,-,
6,태평양물산,(연결)현금배당성향(%),5.50,-,-,
7,태평양물산,현금배당수익률(%),1.69,-,-,보통주
8,태평양물산,현금배당수익률(%),-,-,-,우선주
9,태평양물산,주식배당수익률(%),-,-,-,보통주
10,태평양물산,주식배당수익률(%),-,-,-,우선주
11,태평양물산,주당 현금배당금(원),30,-,-,보통주
12,태평양물산,주당 현금배당금(원),-,-,-,우선주
13,태평양물산,주당 주식배당(주),-,-,-,보통주
14,태평양물산,주당 주식배당(주),-,-,-,우선주
