,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,아시아나IDT,주당액면가액(원),500,500,500,
1,아시아나IDT,(연결)당기순이익(백만원),"8,597","26,362","-8,184",
2,아시아나IDT,(별도)당기순이익(백만원),-,-,-,
3,아시아나IDT,(연결)주당순이익(원),774,"2,375",-737,
4,아시아나IDT,현금배당금총액(백만원),"5,550","5,550",-,
5,아시아나IDT,주식배당금총액(백만원),-,-,-,
6,아시아나IDT,(연결)현금배당성향(%),-,-,-,
7,아시아나IDT,현금배당수익률(%),3.00,2.90,-,보통주
8,아시아나IDT,현금배당수익률(%),-,-,-,우선주
9,아시아나IDT,주식배당수익률(%),-,-,-,보통주
10,아시아나IDT,주식배당수익률(%),-,-,-,우선주
11,아시아나IDT,주당 현금배당금(원),500,500,-,보통주
12,아시아나IDT,주당 현금배당금(원),-,-,-,우선주
13,아시아나IDT,주당 주식배당(주),-,-,-,보통주
14,아시아나IDT,주당 주식배당(주),-,-,-,우선주
