,corp_name,se,thstrm,frmtrm,lwfr
0,주성엔지니어링,주당액면가액(원),500,500,500
1,주성엔지니어링,(연결)당기순이익(백만원),"106,171","145,503","-8,218"
2,주성엔지니어링,(별도)당기순이익(백만원),"106,674","144,925","-5,758"
3,주성엔지니어링,(연결)주당순이익(원),"2,211","3,016",-170
4,주성엔지니어링,현금배당금총액(백만원),"9,243","7,478",-
5,주성엔지니어링,주식배당금총액(백만원),-,-,-
6,주성엔지니어링,(연결)현금배당성향(%),8.71,5.14,-
7,주성엔지니어링,현금배당수익률(%),1.71,0.73,-
8,주성엔지니어링,현금배당수익률(%),-,-,-
9,주성엔지니어링,주식배당수익률(%),-,-,-
10,주성엔지니어링,주식배당수익률(%),-,-,-
11,주성엔지니어링,주당 현금배당금(원),193,155,-
12,주성엔지니어링,주당 현금배당금(원),-,-,-
13,주성엔지니어링,주당 주식배당(주),-,-,-
14,주성엔지니어링,주당 주식배당(주),-,-,-
