,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,유니온,주당액면가액(원),500,500,500,
1,유니온,(연결)당기순이익(백만원),"-9,138","10,374","14,500",
2,유니온,(별도)당기순이익(백만원),"-9,293","7,904","23,390",
3,유니온,(연결)주당순이익(원),-648,556,947,
4,유니온,현금배당금총액(백만원),"1,951","1,951","1,951",
5,유니온,주식배당금총액(백만원),-,-,-,
6,유니온,(연결)현금배당성향(%),-,22.19,13.46,
7,유니온,현금배당수익률(%),2.56,1.73,2.15,보통주
8,유니온,현금배당수익률(%),-,-,-,우선주
9,유니온,주식배당수익률(%),-,-,-,보통주
10,유니온,주식배당수익률(%),-,-,-,우선주
11,유니온,주당 현금배당금(원),125,125,125,보통주
12,유니온,주당 현금배당금(원),-,-,-,우선주
13,유니온,주당 주식배당(주),-,-,-,보통주
14,유니온,주당 주식배당(주),-,-,-,우선주
