,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,인스코비,주당액면가액(원),500,500,500,
1,인스코비,(연결)당기순이익(백만원),"-7,408","5,088","9,096",
2,인스코비,(별도)당기순이익(백만원),"-8,268","3,155","7,872",
3,인스코비,(연결)주당순이익(원),-66,50,95,
4,인스코비,현금배당금총액(백만원),-,-,-,
5,인스코비,주식배당금총액(백만원),-,-,-,
6,인스코비,(연결)현금배당성향(%),-,-,-,
7,인스코비,현금배당수익률(%),-,-,-,보통주
8,인스코비,현금배당수익률(%),-,-,-,우선주
9,인스코비,주식배당수익률(%),-,-,-,보통주
10,인스코비,주식배당수익률(%),-,-,-,우선주
11,인스코비,주당 현금배당금(원),-,-,-,보통주
12,인스코비,주당 현금배당금(원),-,-,-,우선주
13,인스코비,주당 주식배당(주),-,-,-,보통주
14,인스코비,주당 주식배당(주),-,-,-,우선주
