,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,신라교역,주당액면가액(원),500,500,500,
1,신라교역,(연결)당기순이익(백만원),"14,195","44,527","7,669",
2,신라교역,(별도)당기순이익(백만원),"15,666","44,425","5,765",
3,신라교역,(연결)주당순이익(원),899,"2,804",479,
4,신라교역,현금배당금총액(백만원),"7,892","7,892","8,000",
5,신라교역,주식배당금총액(백만원),-,-,-,
6,신라교역,(연결)현금배당성향(%),55.60,17.73,104.37,
7,신라교역,현금배당수익률(%),4.25,3.66,5.31,의결권있는주식수
8,신라교역,현금배당수익률(%),-,-,-,의결권없는주식수
9,신라교역,주식배당수익률(%),-,-,-,의결권있는주식수
10,신라교역,주식배당수익률(%),-,-,-,의결권없는주식수
11,신라교역,주당 현금배당금(원),500,500,500,의결권있는주식수
12,신라교역,주당 현금배당금(원),-,-,-,의결권없는주식수
13,신라교역,주당 주식배당(주),-,-,-,의결권있는주식수
14,신라교역,주당 주식배당(주),-,-,-,의결권없는주식수
