,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,동진쎄미켐,주당액면가액(원),500,500,500,
1,동진쎄미켐,(연결)당기순이익(백만원),"159,479","103,264","85,249",
2,동진쎄미켐,(별도)당기순이익(백만원),"142,704","78,378","64,221",
3,동진쎄미켐,(연결)주당순이익(원),"3,102","2,008","1,658",
4,동진쎄미켐,현금배당금총액(백만원),"6,684","5,656","5,141",
5,동진쎄미켐,주식배당금총액(백만원),-,-,-,
6,동진쎄미켐,(연결)현금배당성향(%),4.20,5.50,6.00,
7,동진쎄미켐,현금배당수익률(%),0.40,0.30,0.30,보통주
8,동진쎄미켐,현금배당수익률(%),-,-,-,
9,동진쎄미켐,주식배당수익률(%),-,-,-,보통주
10,동진쎄미켐,주식배당수익률(%),-,-,-,
11,동진쎄미켐,주당 현금배당금(원),130,110,100,보통주
12,동진쎄미켐,주당 현금배당금(원),-,-,-,
13,동진쎄미켐,주당 주식배당(주),-,-,-,보통주
14,동진쎄미켐,주당 주식배당(주),-,-,-,
