,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국가스공사,주당액면가액(원),"5,000","5,000","5,000",
1,한국가스공사,(연결)당기순이익(백만원),"1,497,008","964,522","-160,683",
2,한국가스공사,(별도)당기순이익(백만원),"852,889","594,482","-93,602",
3,한국가스공사,(연결)주당순이익(원),"17,317","11,078","-1,989",
4,한국가스공사,현금배당금총액(백만원),-,"234,136",-,
5,한국가스공사,주식배당금총액(백만원),-,-,-,
6,한국가스공사,(연결)현금배당성향(%),-,24.60,-,
7,한국가스공사,현금배당수익률(%),-,7.00,-,보통주
8,한국가스공사,현금배당수익률(%),-,-,-,우선주
9,한국가스공사,주식배당수익률(%),-,-,-,보통주
10,한국가스공사,주식배당수익률(%),-,-,-,우선주
11,한국가스공사,주당 현금배당금(원),-,"2,728",-,보통주
12,한국가스공사,주당 현금배당금(원),-,-,-,우선주
13,한국가스공사,주당 주식배당(주),-,-,-,보통주
14,한국가스공사,주당 주식배당(주),-,-,-,우선주
