,corp_name,se,thstrm,frmtrm,lwfr
0,한섬,주당액면가액(원),500,500,500
1,한섬,(연결)당기순이익(백만원),"123,018","114,558","84,889"
2,한섬,(별도)당기순이익(백만원),"125,066","116,511","86,496"
3,한섬,(연결)주당순이익(원),"5,599","5,214","3,873"
4,한섬,현금배당금총액(백만원),"16,477","13,182","9,886"
5,한섬,주식배당금총액(백만원),-,-,-
6,한섬,(연결)현금배당성향(%),13.40,11.50,11.60
7,한섬,현금배당수익률(%),2.69,1.68,1.53
8,한섬,현금배당수익률(%),-,-,-
9,한섬,주식배당수익률(%),-,-,-
10,한섬,주식배당수익률(%),-,-,-
11,한섬,주당 현금배당금(원),750,600,450
12,한섬,주당 현금배당금(원),-,-,-
13,한섬,주당 주식배당(주),-,-,-
14,한섬,주당 주식배당(주),-,-,-
