,corp_name,se,thstrm,frmtrm,lwfr
0,일동홀딩스,주당액면가액(원),"1,000","1,000","1,000"
1,일동홀딩스,(연결)당기순이익(백만원),"-194,504","-134,695","-31,271"
2,일동홀딩스,(별도)당기순이익(백만원),"8,702","1,446","18,167"
3,일동홀딩스,(연결)주당순이익(원),"-9,064","-6,278","-1,699"
4,일동홀딩스,현금배당금총액(백만원),"1,129","1,129","1,129"
5,일동홀딩스,주식배당금총액(백만원),-,-,-
6,일동홀딩스,(연결)현금배당성향(%),-1.10,-1.60,-4.00
7,일동홀딩스,현금배당수익률(%),0.30,0.70,0.80
8,일동홀딩스,현금배당수익률(%),-,-,-
9,일동홀딩스,주식배당수익률(%),-,-,-
10,일동홀딩스,주식배당수익률(%),-,-,-
11,일동홀딩스,주당 현금배당금(원),100,100,100
12,일동홀딩스,주당 현금배당금(원),-,-,-
13,일동홀딩스,주당 주식배당(주),-,-,-
14,일동홀딩스,주당 주식배당(주),-,-,-
