,tag,제 6 기,제 5 기,제 4 기
0,자산,,,
1,유동자산,410913985435,339790706290,216658150816
2,현금및현금성자산,89771057310,108442742524,41625264552
4,유동 당기손익-공정가치측정금융자산,,9862714380,
6,유동 상각후원가 측정 금융자산,,,310000
7,기타유동자산,9178619439,6988025599,5057626728
8,재고자산,63225384890,35667118387,33111217017
9,당기법인세자산,1129963382,1038581745,4634510647
10,비유동자산,606046305291,589510917937,488232525472
12,비유동 당기손익-공정가치 측정 금융자산,376886880,5083594970,219249620
14,유형자산,145892742449,219951682068,260544066065
15,무형자산,5940518048,6272032549,3444309151
17,확정급여자산,3001037304,,
18,기타비유동자산,7513428,3485468,2138473
19,이연법인세자산,17280488031,19369776566,19102598321
20,자산총계,1016960290726,929301624227,704890676288
21,부채,,,
22,유동부채,189806861892,204264268379,145111409016
24,당기법인세부채,1457716992,26362852518,28392164891
25,기타유동부채,54103124641,55068422840,30303740836
26,유동충당부채,14219814302,17893227280,14283948415
28,비유동부채,32576756094,72174982183,32420446056
31,기타비유동부채,4921363814,4744423604,5752173069
32,이연법인세부채,,7286341336,10346535078
33,확급여부채,,1114380349,4391530121
34,부채총계,222383617986,276439250562,177531855072
44,자본과부채총계,1016960290726,929301624227,704890676288
