,tag,제 20 기,제 19 기,제 18 기
0,자산,,,
1,유동자산,240567964178,105237465337,122480949877
2,현금및현금성자산,84157247620,16495424220,32143685602
3,단기금융자산,100188542239,65200735355,67793512355
5,기타유동자산,16579944133,10393160742,8590120835
6,재고자산,14184014776,9492588135,11083756054
7,비유동자산,801927926382,629810224116,583308115398
8,유형자산,51937243207,49807170511,59992270240
9,사용권자산,322731038204,236024127149,281942653517
10,무형자산,1933798298,2003652772,2885771424
11,기타투자자산,40193207,,
12,비유동 기타포괄손익-공정가치 측정 금융자산,3749932493,1687945202,
14,이연법인세자산,133289101576,104887665034,62702456555
15,기타비유동자산,288246619397,235399663448,174046746404
16,자산총계,1042495890560,735047689453,705789065275
17,부채,,,
18,유동부채,411247105427,247979168551,181951693148
20,단기금융부채,35426783569,46359266056,49648586072
22,당기법인세부채,58695097,1858443617,38603210
23,기타유동부채,24535186254,12617392329,8967629093
25,유동파생금융부채,2979130000,3382410000,
26,유동성충당부채,21211477195,18157327206,4216309924
27,유동성리스부채,82294126448,70301960832,69731541340
28,유동성금융보증계약부채,61383279,61410491,79676077
29,비유동부채,571846002497,439727153330,406851600014
31,파생금융부채,,,2017820000
33,비유동충당부채,289015823819,224940209639,167964871395
34,비유동리스부채,281233144473,196755482852,213387982581
35,부채총계,983093107924,687706321881,588803293162
46,자본과부채총계,1042495890560,735047689453,705789065275
