,tag,제 17 기,제 16 기,제 15 기
0,자산,,,
1,유동자산,74702031477,81649151267,73850846750.0
2,현금및현금성자산,6387994481,17182470484,3509015478.0
6,재고자산,44360625024,50417612186,58436449175.0
8,계약자산,330926792,446371488,549092304.0
9,기타유동자산,3051806383,3511761430,3220822198.0
10,비유동자산,54498748394,54795493834,54603132682.0
12,장기매도가능금융자산,,,
13,장기투자금융자산,2000000,2000000,2000000.0
14,관계기업투자자산,1329948209,1257524157,1154149708.0
15,순확정급여자산,,73756111,
16,기타비유동자산,243600000,244605274,746407765.0
18,유형자산,34096310408,45370623252,45419547823.0
19,사용권자산,60969958,108839172,176647773.0
20,무형자산,1347764,2335932,2418487.0
21,이연법인세자산,1931596149,1647454980,1141103047.0
22,자산총계,129200779871,136444645101,128453979432.0
23,부채,,,
24,유동부채,23708931283,34636861962,30155643920.0
27,리스부채,52364828,91388385,155366314.0
28,당기법인세부채,653076735,38177510,
30,계약부채,565770321,705661349,881727769.0
31,충당부채,172091261,137032280,172948987.0
32,비유동부채,1318354199,1145000000,1209087828.0
33,퇴직급여부채,,,
34,순확정급여부채,101354199,,128087828.0
36,부채총계,25027285482,35781861962,31364731748.0
44,부채및자본총계,129200779871,136444645101,128453979432.0
