,tag,제 24 기,제 23 기,제 22 기
0,자산,,,
1,유동자산,52384073857,57274162731,20646264727
2,현금및현금성자산,17942206437,27795646029,5211943321
4,당기손익금융자산,0,0,1501611941
6,파생상품자산,159999,184899999,787044000
7,기타유동자산,19354346019,13419075898,4800477923
8,당기법인세자산,59853630,50030640,166122559
9,매각예정비유동자산,0,13437140998,0
10,비유동자산,336397033644,579590659908,576261556036
11,당기손익금융자산,15325427064,18024576122,30144426411
12,기타포괄손익금융자산,39148599491,236771747741,273506627911
14,파생상품자산,0,0,1706563412
16,유형자산,110931603394,111968681117,71855549812
17,무형자산,2054067908,3279528404,4065363283
19,기타비유동자산,893957403,733461119,722832560
20,자산총계,388781107501,636864822639,596907820763
21,부채,,,
22,유동부채,78933215367,59153810542,40217269707
26,파생상품부채,6027616575,393100260,279646500
27,리스부채,186464493,229673725,169661161
28,기타유동부채,2738897713,23670804732,807693239
29,비유동부채,28939929838,54437739768,20157442566
32,파생상품부채,1155269936,4405277473,2773932016
33,리스부채,167145937,138906069,188928933
34,종업원급여부채,81917264,554144793,899271907
36,기타비유동부채,266391206,393993293,0
37,부채총계,107873145205,113591550310,60374712273
47,자본과부채총계,388781107501,636864822639,596907820763
