,tag,제 41 기,제 40 기,제 39 기
0,자산,,,
1,유동자산,891510804843,930249485331,491304094204
2,현금및현금성자산,88193653983,166933973490,80305189808
4,당기손익-공정가치측정금융자산,15082245619,11265118253,5293828088
6,계약자산,28524799614,21013260794,24452531491
7,재고자산,181024140793,192912506792,135113553538
8,당기법인세자산,578658842,50501160,1076980
9,기타금융자산,165742400,398651400,0
10,기타유동자산,11929192702,13051372903,6457110538
11,비유동자산,694603714341,681344034524,667196817480
13,당기손익-공정가치 의무 측정 금융자산,5187637781,3982812171,3319201903
15,기타포괄손익-공정가치 측정 금융자산,1217183417,2553905742,2511490248
16,이연법인세자산,4660758238,7475566713,7309340756
18,유형자산,502951327134,472833539147,458154849034
20,사용권자산,6193323559,6084151994,6380046098
22,기타무형자산,11614750220,12167747436,6186625439
23,기타금융자산,4387682265,7416682185,6397916261
24,기타비유동자산,370635940,259789702,267115961
25,자산총계,1586114519184,1611593519855,1158500911684
26,부채,,,
27,유동부채,463109692059,532540305052,378162998107
28,당기손익-공정가치측정 금융부채,7710444844,9044797992,8359923130
30,계약부채,5173469063,2108848109,390415129
33,리스부채,1682398144,1523810092,1734925218
34,당기법인세부채,5521688397,28226860827,3794691186
35,충당부채,5884429570,6046084637,1934643870
36,기타금융부채,681155200,5138685680,3513729680
37,기타유동부채,76549178222,70852261792,69369748200
38,비유동부채,215117928368,194215093947,260800896989
42,리스부채,1762825260,1881576893,1930762920
43,순확정급여부채,42002213722,43901408329,42397047342
44,이연법인세부채,31332276369,38282125960,34962822757
45,충당부채,3368740323,3701579246,4709361729
46,기타금융부채,6235941617,1438640200,2314526000
47,기타비유동부채,1740973721,1921727937,1876679101
48,부채총계,678227620427,726755398999,638963895096
57,자본과부채총계,1586114519184,1611593519855,1158500911684
