,tag,제 10 기,제 9 기,제 8 기
0,자산,,,
1,유동자산,502838961350,530997632140,462243164751
2,현금및현금성자산,264577929433,194602445364,148405845110
4,기타금융자산,14360857969,24410038864,59526419941
5,당기손익공정가치측정금융자산,24419901986,109769450059,54355731978
6,재고자산,100145707910,104596492141,104561324767
7,기타유동자산,12229428693,10544840931,13197013936
8,당기법인세자산,11994661,11649194,988182064
9,비유동자산,654885972254,584987895113,518424259149
10,기타비유동금융자산,1769090504,1778826147,1707776761
11,당기손익공정가치측정금융자산,10817984851,8836365143,10989673166
12,기타포괄손익공정가치측정금융자산,18950851765,24809431449,33601901861
13,유형자산,437577686252,414803475803,350314147387
14,무형자산,61982966596,38409892242,20727197904
17,기타비유동자산,36238296688,2742038707,450683621
18,이연법인세자산,121171110,295552634,0
19,자산총계,1157724933604,1115985527253,980667423900
20,부채,,,
21,유동부채,182707624179,275535583079,147716172615
23,기타금융부채,61619359348,80456257474,49264286689
25,유동리스부채,2158911256,2977489485,2471968835
26,반품충당부채,7453716098,6947153597,6634778183
27,기타유동부채,11041771105,7214356238,7270248679
28,당기법인세부채,1890770250,454126719,6607097
29,비유동부채,284906306588,184070825854,190854429685
30,기타비유동금융부채,10603039532,2219759655,9052776437
32,비유동리스부채,1235898825,3012960291,3960146046
33,순확정급여부채,5190611523,6988950724,14995399904
34,기타비유동부채,8463040777,7182210589,667796399
35,이연법인세부채,13501274959,11567572786,12245035488
36,부채총계,467613930767,459606408933,338570602300
46,부채 및 자본총계,1157724933604,1115985527253,980667423900
