,tag,제 47 기,제 46 기,제 45 기
0,자산,,,
1,유동자산,4267463.0,4156485.0,3987965.0
2,현금및현금성자산,674426.0,435063.0,554947.0
3,기타유동금융자산,915510.0,1212227.0,1043345.0
6,기타유동자산,62271.0,63746.0,40521.0
7,당기법인세자산,4722.0,3387.0,6563.0
8,재고자산,810220.0,815022.0,760973.0
10,매각예정비유동자산,17367.0,9458.0,
11,비유동자산,3278988.0,3593022.0,3731941.0
12,기타비유동금융자산,54616.0,53715.0,177951.0
15,기타비유동자산,518.0,564.0,609.0
16,유형자산,2799351.0,3102565.0,3158712.0
18,무형자산및영업권,109261.0,160423.0,172153.0
19,사용권자산,25993.0,29488.0,29769.0
22,이연법인세자산,3872.0,22090.0,11637.0
23,순확정급여자산,86163.0,32030.0,
24,자산총계,7546451.0,7749507.0,7719906.0
25,부채,,,
26,유동부채,2410435.0,2126275.0,1985718.0
30,유동성장기부채,953193.0,786177.0,649032.0
31,유동리스부채,1744.0,2282.0,1724.0
32,당기법인세부채,29477.0,20550.0,6.0
33,기타유동금융부채,,3031.0,3206.0
34,충당부채,36698.0,42016.0,42705.0
35,기타유동부채,63559.0,52129.0,55395.0
37,비유동부채,1402365.0,1927968.0,2208328.0
41,비유동리스부채,2802.0,3995.0,4652.0
42,종업원급여부채,9742.0,11188.0,11947.0
43,기타비유동금융부채,,,6441.0
44,비유동충당부채,35733.0,54445.0,47669.0
45,이연법인세부채,87258.0,98510.0,72386.0
46,순확정급여부채,1127.0,1026.0,8672.0
47,부채총계,3812800.0,4054243.0,4194046.0
56,자본과부채총계,7546451.0,7749507.0,7719906.0
