,tag,제 47 기,제 46 기,제 45 기
0,자산,,,
1,유동자산,17696955462,15853064311,13967883437
2,현금및현금성자산,1118710487,408793577,132192588
5,기타유동자산,372963459,462256608,272136656
6,당기법인세자산,15510,14350,0
7,재고자산,6857384434,6662837291,5957525621
8,비유동자산,51045337523,51047264944,41070318071
9,기타금융자산,4500000,4500000,4500000
10,기타포괄손익-공정가치 측정 금융자산,10457250,14782500,10067760
11,관계기업에 대한 투자자산,897081532,824120024,397210653
13,유형자산,48957758436,49199142143,39795926366
15,기타무형자산,417700932,85907511,81477404
16,자산총계,68742292985,66900329255,55038201508
17,부채,,,
18,유동부채,37687214131,35263741001,28840096907
21,기타유동부채,60620682,179242330,110823745
23,비유동부채,13320263490,14000203385,12360953123
26,순확정급여부채,3958569514,4368638157,4488039093
27,기타종업원급여부채,31734402,39147505,41562929
28,이연법인세부채,7277552290,7530210676,5268183182
29,부채총계,51007477621,49263944386,41201050030
39,자본과부채총계,68742292985,66900329255,55038201508
