,tag,제 24 기,제 23 기,제 22 기
0,자산,,,
1,유동자산,149093964941,150471452225,139073757251
2,현금및현금성자산,97386808688,73656840494,50744489753
13,재고자산,20907455934,16208501646,14927507765
14,기타유동금융자산,56791080,,
15,유동 당기손익-공정가치 의무 측정 금융자산,56791080,,
16,기타유동자산,169900760,24767400,4659950
17,비유동자산,107115796848,117907045692,109011500514
19,장기보증금자산,217570000,222834000,120994000
22,유형자산,63024414030,79529239911,72927376858
41,사용권자산,2835577095,3070553757,879215861
45,건설중인자산,520685221,5418390945,1949240085
46,영업권 이외의 무형자산,2652778700,2740330311,3901427160
49,기타비유동금융자산,1311893266,1655954138,855016300
50,비유동 기타포괄손익-공정가치 측정 금융자산,668755000,854196700,855016300
51,비유동만기보유금융자산,643138266,801757438,
52,퇴직급여운용자산/퇴직연금운용자산,4522241739,59932094,
53,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",28614197575,28304269809,23318542164
54,관계기업에 대한 투자자산,28614197575,28304269809,23318542164
55,이연법인세자산,6000388205,4685569077,5344254572
56,기타비유동자산,0,0,1838531336
57,자산총계,256209761789,268378497917,248085257765
58,부채,,,
59,유동부채,22533193757,25272284828,23233906053
68,유동리스부채,640321082,599223017,554439416
69,당기법인세부채,485865818,3480700653,732994142
70,유동충당부채,36263941,167627493,195468032
71,비유동부채,3704253209,4721276726,6939729541
74,비유동리스부채,664772610,1132405144,1434849402
75,비유동충당부채,1852983054,2137581085,2064902386
76,퇴직급여부채,0,0,831647897
77,이연법인세부채,779058800,1023724463,2216728063
78,부채총계,26237446966,29993561554,30173635594
86,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,287955640,427747710,428861550
87,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,"(2,975,742)","(2,086,344)","(2,560,896)"
95,자본과부채총계,256209761789,268378497917,248085257765
