,tag,제 13 기,제 12 기,제 11 기
0,자산,,,
1,유동자산,165731841879,155406543949,147236048292
2,현금및현금성자산,33808138329,38495173222,55092242794
7,재고자산,67349718401,64029690036,43348335846
8,기타유동자산,1123944302,521030920,460422348
9,당기법인세자산,169278541,1068051238,810811169
10,비유동자산,77543525911,85859244264,77682946586
12,비유동 기타포괄손익-공정가치 측정 금융자산,0,0,49980000
13,비유동 당기손익-공정가치 측정 금융자산,1727669424,2102775057,2085920422
14,비유동파생상품자산,319064000,0,0
16,유형자산,50014654849,53189937082,53814065158
17,사용권자산,9727678561,12487005964,12669874094
19,무형자산,13672324393,14894516939,1732712452
21,이연법인세자산,0,1114942409,5920048568
22,기타비유동자산,306009972,29053274,25185024
23,자산총계,243275367790,241265788213,224918994878
24,부채,,,
25,유동부채,39067933099,36947886255,32536986146
30,유동리스부채,1177933023,1988027498,3041062488
31,유동성전환상환우선주부채,812016242,705634315,0
32,유동파생상품부채,1781261492,674371524,0
33,기타유동부채,1089738846,643470758,718638233
34,당기법인세부채,923980821,799080686,701813249
35,비유동부채,17020533458,18593964529,18734910194
37,순확정급여부채,514869916,3061195421,4660489072
38,비유동리스부채,9112606268,11416398469,10324034754
39,기타비유동부채,843014829,820450415,1007343663
41,이연법인세부채,3161419561,3229360224,2743042705
42,부채총계,56088466557,55541850784,51271896340
51,자본과부채총계,243275367790,241265788213,224918994878
