,tag,제 13 기,제 12 기,제 11 기
0,자산,,,
1,유동자산,47454536884,49930193895,
2,현금및현금성자산,8925673503,7022555938,
6,기타유동자산,1306951091,467989868,
7,당기법인세자산,315812848,,
8,재고자산,25982280696,23213283217,
9,비유동자산,37608483257,34875306613,
10,장기기타금융자산,,339330000,
13,유형자산,27233024544,23530049169,
14,사용권자산,3984725705,5268800867,
15,무형자산,2583591834,2604527688,
16,비유동확정계약자산,986835694,498859326,
17,이연법인세자산,,117334014,
18,자산총계,85063020141,84805500508,
19,부채,,,
20,유동부채,19567682588,19968815883,
23,당기법인세부채,92221421,1278896842,
24,유동충당부채,653709552,440354804,
25,기타유동부채,2583412229,2144388125,
26,유동리스부채,2157241762,2028625063,
27,비유동부채,2067990857,3386546460,
28,퇴직급여부채,,,
29,이연법인세부채,66290970,,
30,충당부채,153565110,115511580,
31,기타비유동부채,1848134777,3271034880,
32,부채총계,21635673445,23355362343,
41,부채및자본총계,85063020141,84805500508,
