,tag,제 50 기,제 49 기,제 48 기
0,자산,,,
1,유동자산,371956679283,457545895284,520897791205
2,현금및현금성자산,37474473662,117670461895,105730217965
4,기타유동금융자산,45077686736,104493607807,230241518864
5,기타유동자산,13971126659,27940897378,24709292476
6,당기법인세자산,,40862669,218062314
7,재고자산,120687477355,109547327244,84414656586
8,매각예정자산,26540132339,,
9,비유동자산,727722861288,788806658147,708611969983
11,유형자산,421036769582,503025022404,461253331335
13,무형자산,24265356719,32598744942,39359443593
14,기타비유동금융자산,100638639068,103625972351,70774248953
15,기타비유동자산,9006144460,12734305684,9040299014
16,순확정급여자산,16380164071,6927363110,
17,이연법인세자산,28621569415,15111144779,9157833160
18,자산총계,1099679540571,1246352553431,1229509761188
19,부채,,,
20,유동부채,463658975053,391732959673,439531877947
23,유동성장기부채,3000000000,,
24,당기법인세부채,999385205,8923023003,18410550879
25,기타유동금융부채,44888847726,41892407358,33299103107
26,기타유동부채,31154332331,44251752348,38005000220
27,충당부채,80254127561,9273927453,19387387412
28,비유동부채,190592620248,232929515490,161076220295
29,기타비유동금융부채,145747078875,178008898300,144128411242
30,기타비유동부채,3619506999,3880820822,3301873357
31,충당부채,10874440408,15657103844,207471602
32,순확정급여부채,2895206153,4279227352,10438464094
34,이연법인세부채,2456387813,3103465172,
35,부채총계,654251595301,624662475163,600608098242
44,자본과부채총계,1099679540571,1246352553431,1229509761188
