,tag,제 75 기,제 74 기,제 73 기
0,자산,,,
1,유동자산,183763559312,280690515577,221158394330
2,현금및현금성자산,3054114596,631356745,1777759346
4,재고자산,38857814004,25841406062,16937484907
5,당기법인세자산,207830,258310,1287190
6,기타유동금융자산,111084776069,500000000,0
7,기타유동자산,95610495,3785933594,77238268
8,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,0,229092233329,183979746202
9,비유동자산,121017789322,102622953678,152274436990
10,비유동매도가능금융자산,3972863000,5861183000,5234543000
11,관계기업에 대한 투자자산,9424169090,9792123601,9235534677
13,유형자산,77076101086,85384841192,137168453166
14,영업권 이외의 무형자산,172656756,173055790,173886116
16,기타비유동금융자산,897414749,1411750095,462020031
17,자산총계,304781348634,383313469255,373432831320
18,부채,,,
19,유동부채,85022926184,214719979609,211787929849
22,당기법인세부채,42782486281,95349909,0
23,유동리스부채,252854998,305739312,252260027
24,기타유동금융부채,0,0,0
25,기타유동부채,750096374,42504649303,37138039639
26,비유동부채,9100427036,24568191334,21315024260
28,퇴직급여부채,0,8365769665,8424022499
29,비유동리스부채,0,252854998,0
30,이연법인세부채,7039027036,13630306671,10142841761
31,기타비유동금융부채,2061400000,2319260000,2748160000
32,부채총계,94123353220,239288170943,233102954109
42,자본과부채총계,304781348634,383313469255,373432831320
