,tag,제 42 기,제 41 기,제 40 기
0,자산,,,
1,유동자산,273420877779,247842076191,216724421526
2,현금및현금성자산,74131801941,43100731728,45856520024
7,유동파생상품자산,,84337324,
8,기타유동자산,6946198433,7534975761,5852617082
9,재고자산,70381812950,65970230522,57951895047
10,비유동자산,351617984778,336884169733,324567722533
13,기타금융자산,9754076179,9258318764,8382012622
16,유형자산,277315734158,278480493496,266418366702
17,사용권자산,1506519730,1878913358,1755319353
18,무형자산,22260272005,25220346568,26531843903
20,기타비유동자산,1680377062,2612029653,3234746791
21,순확정급여자산,6892980072,,
22,자산총계,625038862557,584726245924,541292144059
23,부채,,,
24,유동부채,180874995740,165892107607,146591008510
28,유동성장기부채,992913837,12225982897,10000000
29,단기충당부채,6509000000,,
30,유동파생상품부채,,,713840648
32,기타유동부채,2914479455,3140278813,3220155615
33,기타금융부채,7814009154,21811936327,24322963817
34,당기법인세부채,9149961192,6748089715,3099413853
35,비유동부채,23327014713,33355543214,49099163379
38,순확정급여부채,30543397,1161407142,2057934867
39,충당부채,7390209824,5822913445,5813790920
40,이연법인세부채,14275017870,23997134922,17563733479
41,부채총계,204202010453,199247650821,195690171889
51,자본과부채총계,625038862557,584726245924,541292144059
