,tag,제 50 기,제 49 기,제 48 기
0,자산,,,
1,유동자산,111788673247,118814675571,129364551692
2,현금및현금성자산,16840782324,12794273522,4200417295
3,유동 상각후원가 측정 금융자산,10000000000,,
4,유동 당기손익-공정가치 측정 금융자산,27093287475,67775273375,86505314740
6,재고자산,25183715091,20408182895,19891326107
7,환불자산,163013156,189077436,204065454
8,기타유동자산,1772722758,2069078340,2812675414
9,당기법인세자산,25728725,24068021,22088576
10,비유동자산,101662559451,79663129757,90767879207
12,비유동 당기손익-공정가치 측정 금융자산,2097100000,576600000,
13,비유동 기타포괄손익-공정가치 측정 금융자산,36676376349,22832226369,52709606787
14,관계기업에 대한 투자자산,531390448,570549441,
16,유형자산,17731242912,17732952518,14941021397
17,영업권 이외의 무형자산,23838877565,19096113232,15077814620
18,사용권자산,1395164734,1311926088,539458509
19,순확정급여자산,5928088912,1712821477,376676547
20,기타비유동자산,3796726931,2391787339,2803358504
21,이연법인세자산,8548759240,12219646983,3203241521
22,자산총계,213451232698,198477805328,220132430899
23,부채,,,
24,유동부채,28534710402,22119700012,23069434364
26,유동리스부채,559342750,423433184,274755271
27,유동충당부채,1821017471,1906697771,2038353270
28,기타유동부채,9869716506,9389426195,9505390146
29,당기법인세부채,919829861,94868886,818230125
30,비유동부채,16660061670,12865961607,15789513570
32,비유동리스부채,751056921,911679569,276759161
33,비유동충당부채,340980408,413997975,411891666
34,기타비유동부채,15291012713,11227283951,14165900000
35,부채총계,45194772072,34985661619,38858947934
44,자본과부채총계,213451232698,198477805328,220132430899
