,tag,제 61 기,제 60 기,제 59 기
0,자산,,,
1,Ⅰ.유동자산,555839,379459,333600
2,(1)현금및현금성자산,142913,123175,24285
4,(3)유동당기손익인식지정금융자산,1294,,
5,(4)유동성투자금융자산,21422,14989,19004
12,(6)재고자산,978,1222,904
13,(7)유동파생상품자산,837,,
14,(8)기타유동자산,1510,2541,2684
15,Ⅱ.비유동자산,1440149,1458342,1503585
19,2.장기보증금자산,893,931,916
20,(3)비유동투자금융자산,634,6472,633
21,(4)관계기업에 대한 투자자산,801,,
22,(5)기타비유동금융자산,829,306,239
23,1.비유동당기손익인식금융자산,258,236,239
24,2.비유동파생상품자산,571,70,
25,(6)유형자산 및 사용권자산,1390573,1408957,1420846
28,(9)영업권 이외의 무형자산,1205,2585,1904
29,(10)퇴직급여자산,6440,,
30,(11)기타비유동자산,586,702,551
31,자산총계,1995988,1837801,1837185
32,부채,,,
33,Ⅰ.유동부채,775535,558145,550186
39,5.유동계약부채,16551,15317,11734
44,10.유동성장기부채,129534,120022,137777
45,11.유동리스부채,3333,3085,2945
47,(3)당기법인세부채,4539,745,2899
48,(4)유동충당부채,,,836
49,1.그 밖의 기타단기충당부채,,,836
50,(5)기타유동금융부채,,6,124
51,1.유동파생상품부채,,6,124
52,(6)기타유동부채,6697,4801,4844
53,Ⅱ.비유동부채,853674,931056,930414
57,3.비유동계약부채,254776,226736,201026
59,5.비유동리스부채,10629,12964,14806
60,(2)퇴직급여부채,1872,4560,7591
61,(3)이연법인세부채,31499,32682,32774
63,(5)기타비유동금융부채,,,16
64,1.비유동파생상품부채,,,16
65,(6)기타비유동부채,,,1756
66,부채총계,1629209,1489201,1480600
77,자본과부채총계,1995988,1837801,1837185
