,tag,제 17 기,제 16 기,제 15 기
0,자산,,,
1,유동자산,340773072215.0,358263960457.0,363796764672
2,현금및현금성자산,26645855600.0,19155916557.0,49349211330
5,단기기타금융자산,271869057837.0,291382473039.0,262297294853
6,당기손익-공정가치 측정 금융자산,7777563000.0,9298022000.0,2172885050
7,기타포괄손익-공정가치 측정 금융자산,602498400.0,,992058534
8,재고자산,22352688320.0,24414538246.0,30717783237
9,당기법인세자산,320086710.0,228787630.0,609209340
10,기타유동자산,942554373.0,1547254708.0,1755294754
11,비유동자산,145380283554.0,136403217251.0,144322580746
13,장기기타금융자산,2148605209.0,3822799020.0,5920613235
14,당기손익-공정가치 측정 금융자산,3000110200.0,2000110200.0,
15,기타포괄손익-공정가치 측정 금융자산,6376041690.0,5173636700.0,1347848800
16,관계기업투자산,15090475827.0,,
17,유형자산,31232826415.0,38105167199.0,41608730180
18,무형자산,76778066709.0,77637880629.0,78324908159
19,사용권자산,1234063193.0,2146924867.0,1291035331
21,매각예정비유동자산,,,4930000000
22,순확정급여자산,2181958562.0,170675917.0,449721425
23,이연법인세자산,135317010.0,171208288.0,5102299419
24,자산총계,486153355769.0,494667177708.0,508119345418
25,부채,,,
26,유동부채,27306435544.0,33686319450.0,38929370789
29,단기기타금융부채,8840961820.0,12011654284.0,14635317323
30,당기법인세부채,3777706462.0,3145237783.0,2290544133
31,기타유동부채,2596401221.0,2540471927.0,1824289585
32,충당부채,268655907.0,290097022.0,493399914
33,비유동부채,2936909348.0,2492944078.0,888841245
35,순확정급여부채,63075311.0,162986918.0,542232874
36,장기기타금융부채,513361539.0,886028430.0,298608371
37,이연법인세부채,2350472498.0,1400928730.0,
38,부채총계,30243344892.0,36179263528.0,39818212034
48,부채및자본총계,486153355769.0,494667177708.0,508119345418
