,tag,제 71 기,제 70 기,제 69 기
0,자산,,,
1,유동자산,1054944220365,1304322155414,899379632205
2,현금및현금성자산,281718287794,469820712334,264505615391
4,당기법인세자산,626531311,442870948,267196343
5,기타금융자산(유동),76796000195,225644147832,35603198149
6,재고자산,226020083298,187548130477,187799637575
7,기타유동자산,71834324266,71885402942,63794792799
8,비유동자산,2278494091022,2326729284269,2398404066636
10,기타포괄손익-공정가치측정금융자산,16306386915,18497108884,14111279994
11,당기손익-공정가치측정금융자산(비유동),8157571479,7435962297,5049366287
13,기타금융자산(비유동),27811752868,24582244240,31715258530
15,유형자산,1924907542758,1953512919768,1997339333828
16,무형자산,144117918160,152131823849,165881062951
17,사용권자산,73884986354,76400082299,85412473888
18,이연법인세자산,13936337628,10164929370,8456570781
19,기타비유동자산,633369,479979,4356635
20,자산총계,3333438311387,3631051439683,3297783698841
21,부채,,,
22,유동부채,1538466820626,1836774623142,1435592915143
25,당기법인세부채,29728119180,14641672052,36358209081
26,유동리스부채,15999307544,15371919523,17204300529
27,유동충당부채,699792634,1538864916,589711902
28,기타금융부채(유동),186546602941,168674469911,153266147316
29,기타유동부채,489226889275,808584457348,433973955191
30,비유동부채,633943115914,701117487869,787912637605
32,비유동리스부채,102501157226,109348669658,117839522267
33,기타금융부채(비유동),48780395125,57079262711,65989230780
34,확정급여부채,60141505956,123872045890,137678189256
35,이연법인세부채,24331562435,19332068430,22661876505
36,기타비유동부채,621790605,727109725,815203416
37,부채총계,2172409936540,2537892111011,2223505552748
48,자본과부채총계,3333438311387,3631051439683,3297783698841
