,tag,제 24 기,제 23 기,제 22 기
0,자산,,,
1,유동자산,471073549323,344869456683,276615145737
2,현금및현금성자산,54559248122,54072266173,45288033698
6,계약자산,,12664661392,293246430
7,당기법인세자산,211852028,146292017,230033313
8,파생상품평가자산,26864011792,169315587,21348282037
9,확정계약평가자산,29050983688,16938663740,251749490
10,재고자산,252292722915,179427930207,155494971448
11,기타유동자산,14647137265,9051296307,11533538813
12,매각예정자산,6927379200,,
13,비유동자산,485156745315,450755269606,446685200327
19,유형자산,354241662501,361262629490,364780667203
20,사용권자산,10742300647,11937804054,12359052109
22,무형자산,3448288018,3755141712,4484616234
23,파생상품평가자산,265621040,13220328,1891925123
24,확정계약평가자산,9766573566,6117986107,
25,이연법인세자산,13110980327,13995032599,6379209367
26,기타비유동자산,1037296805,1751954954,4134460431
27,자산총계,956230294638,795624726289,723300346064
28,부채,,,
29,유동부채,498756380835,431103692458,497613858100
31,계약부채,125312311812,131316832658,138599409862
36,파생상품평가부채,31228786756,17871973906,
37,확정계약평가부채,730968119,65193039,16790946961
38,유동성충당부채,9805646816,7490204640,6152327748
39,기타유동부채,16453151584,14068877190,24206011505
40,비유동부채,235848085863,155419715744,31558638702
43,계약부채,150627169494,44322814092,
44,순확정급여부채,4818175225,9270244809,7300392496
45,파생상품평가부채,6869163042,7165834388,
46,확정계약평가부채,26237490489,76411852,1503640707
47,충당부채,15612386425,5706538486,5568457085
48,기타비유동부채,3241197084,3465351996,4036120978
49,부채총계,734604466698,586523408202,529172496802
59,자본과부채총계,956230294638,795624726289,723300346064
