,tag,제 29 기,제 28 기,제 27 기
0,자산,,,
1,유동자산,105008263192,64430233086,56496054589.0
2,"현금및현금성자산 (주6,31,32)",3919626102,4922932593,2592364638.0
4,"재고자산 (주8,33)",22066609283,21077086102,16786175892.0
5,"파생상품자산 (주31,32,35)",27530100,,
7,"기타금융자산 (주10,31,32,33,34)",25299073327,5212834051,1861452768.0
8,기타자산 (주11),269643713,1076767676,539880335.0
9,비유동자산,147933854880,155036376231,157905961107.0
11,사용권자산 (주13),170960636,189095365,206056881.0
12,"유형자산 (주14,17,33)",131383823787,136955718273,135216616975.0
14,무형자산 (주16),4535756673,5311497530,5760695803.0
15,"공정가치측정금융자산 (주9,31,32)",1032719952,1023012514,515866455.0
16,순확정급여자산 (주26),3719038804,369427823,184401706.0
17,"파생상품자산 (주31,32,35)",,68901300,124113600.0
19,"기타금융자산 (주10,31,32)",237803048,239243055,496733284.0
20,기타자산 (주11),181240000,280966027,109400000.0
21,자산총계,252942118072,219466609317,214402015696.0
22,부채,,,
23,유동부채,80043500749,83902304477,69268189866.0
26,"유동성장기부채 (주14,17,31,32,33)",336000000,336000000,2816910000.0
28,"유동리스부채 (주13,31,32,34)",131019176,159768712,147673106.0
29,"기타금융부채 (주18,31,32,34)",10437614117,9690457315,16231251231.0
30,기타부채 (주19),1689415812,1579622006,1158437699.0
31,"파생상품부채 (주31,32,35)",12005604000,12011489100,
32,당기법인세부채 (주29),3644968579,3279318517,6199659982.0
33,비유동부채,32566182186,4072286780,12639948711.0
35,"비유동리스부채 (주13,31,32,34)",40415761,31914910,60654831.0
36,이연법인세부채 (주29),2010955251,2242567435,3305045072.0
37,비유동파생상품부채,,,7674170400.0
38,"통화스왑파생부채 (주31,32,35)",326880751,,
39,"기타금융부채 (주18,31,32)",88078408,187804435,88078408.0
40,탄소배출권충당부채 (주16),93108015,,
41,부채총계,112609682935,87974591257,81908138577.0
48,부채및자본총계,252942118072,219466609317,214402015696.0
