,tag,제 12 기,제 11 기,제 10 기
0,자산,,,
1,유동자산,397405599817,324153762753,271457641389
2,현금및현금성자산,57995948640,94033288591,52643858539
5,유동만기보유금융자산,0,0,19370000
6,기타유동금융자산,197405000,696001128,1258879670
7,재고자산,135887831984,110396180812,100981503096
8,유동생물자산,48015180721,36194848245,34150542464
9,당기법인세자산,51050234,2632759,75415678
10,기타유동자산,5004849909,4904141829,5547237915
11,비유동자산,512427122686,518449033427,535051208622
14,비유동만기보유금융자산,0,0,6945000
15,기타비유동금융자산,2110000,3435000,80746118
16,유형자산,476831189278,489188865164,504292109198
17,영업권 이외의 무형자산,1578242565,1692112644,2026462315
18,이연법인세자산,9286501753,7987955418,11030216503
19,사용권자산,4409487166,4956330935,5926503720
20,확정급여자산,4274783961,0,0
21,자산총계,909832722503,842602796180,806508850011
22,부채,,,
23,유동부채,530725212392,503133913865,380983205068
26,기타유동금융부채,920721646,34684807,13648276999
27,유동리스부채,2302983420,2013323849,0
28,당기법인세부채,743874274,1024667765,294666677
29,기타유동부채,3540440480,1639763135,1952367672
30,유동충당부채,11683311,15324673,21245636
31,비유동부채,78006950393,41016050478,140663419122
34,비유동리스부채,2016359818,2585724895,0
35,퇴직급여부채,1740920997,330436240,2780852866
36,이연법인세부채,4937893,0,0
37,기타비유동금융부채,0,0,5293795121
38,부채총계,608732162785,544149964343,521646624190
47,자본과부채총계,909832722503,842602796180,806508850011
