,tag,제 50 기,제 49 기,제 48 기
0,자산,,,
1,유동자산,,,
2,현금및현금성자산,8396577,16229358,6998778
4,재고자산,69123283,82637139,47675242
5,당기법인세자산,0,0,27116
6,기타유동금융자산,6907329,7378987,9779437
7,비유동자산,,,
9,유형자산,36953184,31671623,32187824
11,영업권 이외의 무형자산,1662853,1691015,1822423
12,이연법인세자산,155258,453501,78053
13,기타비유동금융자산,381680,435792,501486
14,파생금융자산,267251,0,0
15,순확정급여자산,47562,0,0
16,자산총계,213647673,229403319,177178532
17,부채,,,
18,유동부채,,,
21,유동성금융리스부채,859609,1075166,436080
22,유동성장기부채,1422800,1423100,633171
23,당기법인세부채,2560884,446645,260205
24,파생금융부채,0,37812,0
25,유동충당부채,94226,125234,123968
26,비유동부채,,,
28,비유동금융리스부채,1687271,2555966,1457612
29,퇴직급여부채,0,222970,673131
30,부채총계,136362680,163294748,122773378
39,자본과부채총계,213647673,229403319,177178532
