,tag,제 45 기,제 44 기,제 43 기
0,자산,,,
1,유동자산,48592928805,55890101219,43149394084
2,현금및현금성자산,1214793847,8401511270,3360528603
5,기타유동금융자산,,,125011236
6,재고자산,27804164252,26264180967,20201440387
7,당기법인세자산,50346830,8763130,
8,기타유동비금융자산,166406363,334117301,109253956
9,유동파생상품자산,727280000,,
10,비유동자산,82548845895,85219102085,84170301717
12,기타비유동금융자산,1543418028,2685915474,2760825744
13,비유동매도가능금융자산,1513203604,2509915474,2653825744
14,기타비유동금융자산,30214424,176000000,107000000
15,관계기업에 대한 투자자산,3458585204,3405280058,3366273161
17,유형자산,72309858936,73746787597,73591626842
18,무형자산,308944675,356559057,319958132
19,사용권자산,416377368,411979453,299116354
20,이연법인세자산,246523802,675980606,
21,자산총계,131141774700,141109203304,127319695801
22,부채,,,
23,유동부채,61248692532,54332191913,49092041625
26,유동성장기부채,1230000000,840000000,840000000
28,당기법인세부채,,,271782874
29,유동리스부채,132346937,138659742,112287038
30,기타유동비금융부채,381532152,531157799,233902225
31,유동파생상품부채,2117388000,153790468,1987328000
32,비유동부채,17232329925,19054154501,9011420264
35,기타비유동금융부채,,,
36,비유동리스부채,227329710,280497095,130532358
38,비유동파생상품부채,5450830000,3481033500,
39,순확정급여부채,5697488651,6339958266,6312170092
40,이연법인세부채,,,284417163
41,부채총계,78481022457,73386346414,58103461889
53,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,"(1,053,082,470)","(265,680,093)","(153,430,082)"
59,자본과부채총계,131141774700,141109203304,127319695801
