,tag,제 33 기,제 32 기,제 31 기
0,자산,,,
1,유동자산,782158059298,912734274680,658236081859
2,현금및현금성자산,183311672836,50372387872,54334263506
3,기타유동금융자산,152657363803,437272711623,237885727457
5,방송콘텐츠자산,70282348182,76827490095,16579901339
6,재고자산,2031585580,2080518339,2374596080
7,당기법인세자산,4494745528,164915924,646485979
8,기타유동자산,9899004377,27907007024,20070563483
9,비유동자산,625730637362,549415433470,510854068856
11,유형자산,310047039261,298345308183,299098841029
12,사용권자산,17276166251,16308315635,18389194156
14,무형자산,54327648183,20485977060,19322407880
15,방송콘텐츠자산,48619668340,22014931500,6317943584
16,기타비유동금융자산,96174556914,125837243418,110183841006
17,기타비유동자산,59683413647,20670642680,6998208574
18,관계기업에 대한 투자자산,21400981150,15740544700,12541388140
19,이연법인세자산,1719567458,15831118992,20801074438
20,자산총계,1407888696660,1462149708150,1169090150715
21,부채,,,
22,유동부채,306018024781,515466363627,241375489951
25,기타유동금융부채,78950465425,75642091494,46775292052
26,당기법인세부채,8536398900,32890099209,3394192668
27,기타유동부채,84580097423,178960167508,101296156722
28,비유동부채,228594127214,225085985845,356605420025
30,기타비유동금융부채,13328201797,15208833986,17786985883
31,기타비유동부채,37209285500,18387765756,47087066248
32,퇴직급여부채,717480129,4082676562,8915596832
33,이연법인세부채,27423099840,7685660179,3318238205
34,부채총계,534612151995,740552349472,597980909976
46,자본과부채총계,1407888696660,1462149708150,1169090150715
