,tag,제 22 기,제 21 기,제 20 기
0,자산,,,
1,유동자산,158933019158,149328940739,140561431825
2,현금및현금성자산,5179025910,22249157221,15977376963
3,단기금융자산,71361400000,43433671343,32446664000
4,당기손익-공정가치측정금융자산,63938637860,70584902719,79209296848
6,재고자산,10269065231,6214338891,6517008858
8,기타유동자산,546467659,692631693,596232778
9,비유동자산,75137013612,77431027183,75994713742
11,기타비유동자산,2133810258,1933467431,1591115891
12,당기손익-공정가치측정금융자산,1331916512,1124658730,957618309
13,기타포괄손익-공정가치측정금융자산,1219846020,1300970960,1608046200
14,유형자산,60406890483,62110939030,59962243058
16,무형자산,3916315571,3063657310,2222827459
17,이연법인세자산,2873461351,4391427305,6099314568
18,자산총계,234070032770,226759967922,216556145567
19,부채,,,
20,유동부채,10490639116,9849566008,4592005378
22,당기법인세부채,3154116759,5528289358,1055551751
24,기타유동부채,1792316568,202372789,558210202
25,기타충당부채,111633885,175778045,254601576
26,비유동부채,7601395588,7115981095,6722021142
28,기타비유동부채,159695759,162636103,178530537
29,확정급여부채,6969153443,6680336699,6369705578
30,부채총계,18092034704,16965547103,11314026520
39,자본과부채총계,234070032770,226759967922,216556145567
