,tag,제 49 기,제 48 기,제 47 기
0,자산,,,
1,Ⅰ.유동자산,371947222503,376573544405,360472771731
2,(1)현금및현금성자산,45806190523,20361184860,33991682888
4,(3)기타유동금융자산,2019262750,,
11,(10)재고자산,11789458627,11240830622,11990275121
12,(11)매각예정비유동자산,,3194394497,
13,Ⅱ.비유동자산,92146938669,71409100360,81964814682
14,(1)기타비유동금융자산,25509055352,1876886872,1616904088
16,(3)유형자산,60266040176,64421308694,72174372751
17,(4)무형자산,246473592,281865688,278313865
19,(6)이연법인세자산,1291760681,3244085804,5967523429
20,(7)퇴직연금투자자산,3945650745,,
21,(8)사용권자산,444034134,444044517,1476455176
22,자산총계,464094161172,447982644765,442437586413
23,부채,,,
24,Ⅰ.유동부채,29573642756,25428578737,23216673872
30,(6)당기법인세부채,1709129681,2599929768,1135437598
32,(8)판매보증충당부채,3126638164,2981861997,3014065764
33,(9)리스부채,184408413,316556754,349088295
34,Ⅱ.비유동부채,3863137281,3734807708,4586664020
36,(2)당기법인세부채,699717170,365117538,449098083
37,(3)퇴직급여부채,76553297,668866948,877391221
38,(4)판매보증충당부채,2823590794,2558399202,2800789331
40,(6)리스부채,198675424,67500209,384056963
41,부채총계,33436780037,29163386445,27803337892
51,자본과부채총계,464094161172,447982644765,442437586413
